"odor","anexacao_lamelas","espacamento_lamelas","tamanho_lamelas","cor_lamelas","forma_caule","venenoso"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"creosoto","livres","proximas","estreitas","rosa","alargando","venenoso"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","aglomeradas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","aglomeradas","largas","chocolate","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"creosoto","livres","proximas","estreitas","rosa","alargando","venenoso"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"creosoto","livres","aglomeradas","estreitas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","aglomeradas","largas","chocolate","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","aglomeradas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","branco","afunilando","comestivel"
"sem_odor","livres","proximas","largas","marrom","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"sem_odor","livres","proximas","largas","roxo","afunilando","comestivel"
"creosoto","livres","aglomeradas","estreitas","roxo","alargando","venenoso"
"sem_odor","livres","proximas","largas","rosa","afunilando","comestivel"
